publishedAt,author,content,contentEnglish,createdAt,entities,fromURL,geo,id,image,language,license,lifespan,publishedAt,remoteID,source,summary,tags,updatedAt,video
2014-08-16 21:12:52,"{'name': 'سراج برس - Siraj press', 'username': 'press.siraj', 'remoteID': 'press.siraj'}","#سراج_برس | #Siraj_Press
#حماة  : اللطامنة : الطيران المروحي يلقي برميل متفجر على قرية اللطامنة بريف حماة","# Siraj_bars | #Siraj_Press
# Hama: Aellatamna: helicopters cast explosive barrel on the village of Hama countryside Aellatamna",2014-08-16T21:25:22.301562,[],http://facebook.com/460191604107660_554312034695616,{},aMIab2mlQm2xB_CM_PDHIg,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-08-16 21:12:52,460191604107660_554312034695616,facebook,"#سراج_برس | #Siraj_Press
#حماة  : اللطامنة : الطيران المروحي يلقي برميل متفجر على قرية اللطامنة ب...","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-08-16T21:24:30.752174,
2014-08-15 09:31:37,"{'name': 'سراج برس - Siraj press', 'username': 'press.siraj', 'remoteID': 'press.siraj'}","#سراج_برس | #Siraj_Press
#درعا  : داعل : الطيران المروحي يلقي برميل متفجر على مدينة داعل بريف درعا","# Siraj_bars | #Siraj_Press
# Daraa: Dael: helicopters cast explosive barrel on the city of Dael Brive shield",2014-08-15T10:23:21.106556,[],http://facebook.com/460191604107660_553620881431398,{},vAXyhnERSV2VertLXLWBTA,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-08-15 09:31:37,460191604107660_553620881431398,facebook,"#سراج_برس | #Siraj_Press
#درعا  : داعل : الطيران المروحي يلقي برميل متفجر على مدينة داعل بريف درعا","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-08-15T10:22:26.545547,
2014-08-14 11:15:22,"{'name': 'F.N.N | شبكة فلاش سوريا', 'username': 'syria.news.F.N.N', 'remoteID': 'syria.news.F.N.N'}",#فلاش #سوريا || #درعا || #الريف_الشرقي: الطيران المروحي يلقي برميل متفجر على الطرق الزراعية بين بلدتي صيدا وام المياذن .,# Flash # Syria || # Daraa || # Riv_alcherqa: helicopters throw explosive barrels on the farm roads between the towns of Sidon WAM Almiazn.,2014-08-14T12:07:48.145853,['Syria'],http://facebook.com/131596696909733_651489011587163,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",zfjSRdVOSSGw7nD9LvMGKg,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-08-14 11:15:22,131596696909733_651489011587163,facebook,#فلاش #سوريا || #درعا || #الريف_الشرقي: الطيران المروحي يلقي برميل متفجر على الطرق الزراعية بين ب...,"[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-08-14T12:14:48.291435,
2014-08-13 18:41:48,"{'name': 'سراج برس - Siraj press', 'username': 'press.siraj', 'remoteID': 'press.siraj'}","#سراج_برس | #Siraj_Press
#حلب  : الطيران المروحي يلقي برميل متفجر على منطقة الصناعة القديمة بحلب","# Siraj_bars | #Siraj_Press
# Aleppo: helicopters cast explosive barrel on the old industry area in Aleppo",2014-08-13T19:22:35.212991,[],http://facebook.com/460191604107660_552945201498966,{},3c-ZDIC8Swip9AkOthHDlA,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-08-13 18:41:48,460191604107660_552945201498966,facebook,"#سراج_برس | #Siraj_Press
#حلب  : الطيران المروحي يلقي برميل متفجر على منطقة الصناعة القديمة بحلب","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-08-13T19:21:43.206729,
2014-08-11 08:36:00,"{'name': 'سراج برس - Siraj press', 'username': 'press.siraj', 'remoteID': 'press.siraj'}","#سراج_برس | #Siraj_Press
#درعا  : بصر الحرير : الطيران المروحي يلقي برميل متفجر على بلدة بصرالحرير بريف درعا","# Siraj_bars | #Siraj_Press
# Shield: the sight of Silk: helicopters cast explosive barrel on the town of Brive Besraharir shield",2014-08-11T09:01:02.427693,[],http://facebook.com/460191604107660_551758061617680,{},VVHkeWnjTUGHgRhKx_3sXw,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-08-11 08:36:00,460191604107660_551758061617680,facebook,"#سراج_برس | #Siraj_Press
#درعا  : بصر الحرير : الطيران المروحي يلقي برميل متفجر على بلدة بصرالحري...","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-08-11T08:59:58.460847,
2014-08-10 18:03:17,"{'name': 'سراج برس - Siraj press', 'username': 'press.siraj', 'remoteID': 'press.siraj'}","#سراج_برس | #Siraj_Press
#حلب  : قاضي عسكر : شهيد وعدة جرحى جراء سقوط برميل متفجر على حي قاضي عسكر بحلب","# Siraj_bars | #Siraj_Press
# Aleppo: Qazi Askar: Shahid and several injured after being hit by an explosive barrel on the district judge Askar Aleppo",2014-08-10T18:14:46.615590,[],http://facebook.com/460191604107660_551458804980939,{},GfwEM17RQ1CyRVq-4rjWzQ,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-08-10 18:03:17,460191604107660_551458804980939,facebook,"#سراج_برس | #Siraj_Press
#حلب  : قاضي عسكر : شهيد وعدة جرحى جراء سقوط برميل متفجر على حي قاضي عسك...",,2014-08-10T18:13:51.537429,
2014-07-29 16:40:53,"{'name': 'شبكة حلب نيوز H.N.N', 'username': 'HalabNewsNetwork.HNN.2', 'remoteID': 'HalabNewsNetwork.HNN.2'}",عاجل : مراسل شبكة حلب نيوز : سقوط برميل متفجر من الطيران المروحي على حي المعادي,URGENT: Aleppo News Network reporter: the fall of the explosive barrels from helicopters on the Maadi district,2014-07-29T16:53:27.230661,['Syria'],http://facebook.com/578008308913391_681247128589508,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",SlA5X9jFTreiuyTr67DDlQ,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-07-29 16:40:53,578008308913391_681247128589508,facebook,عاجل : مراسل شبكة حلب نيوز : سقوط برميل متفجر من الطيران المروحي على حي المعادي,"[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-07-29T16:52:12.272975,
2014-07-29 14:22:18,"{'name': 'لواء دليم', 'username': 'loa2.dleam', 'remoteID': 'loa2.dleam'}",#عاجل: استشهاد شخص وإصابة آخرين بسقوط برميل متفجّر على منطقة (المضيق) التابعة لقضاء الخالدية .,"# URGENT: the martyrdom of one person and wounding others, the fall of the explosive barrel on the area (Strait) to spend the Khalidiya.",2014-07-29T16:11:18.120351,[],http://facebook.com/527298367367919_619611094803312,{},HzEOf8pWQfuy6y7uNRKnDQ,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-07-29 14:22:18,527298367367919_619611094803312,facebook,#عاجل: استشهاد شخص وإصابة آخرين بسقوط برميل متفجّر على منطقة (المضيق) التابعة لقضاء الخالدية .,,2014-07-29T16:10:10.317880,
2014-07-26 21:59:49,"{'name': 'F.N.N | شبكة فلاش سوريا', 'username': 'syria.news.F.N.N', 'remoteID': 'syria.news.F.N.N'}",#فلاش #سوريا || #حلب: سقوط برميل في حي الشعار,# Flash # Syria | | # Aleppo: the fall of the barrel in the neighborhood logo,2014-07-26T22:42:45.013736,['Syria'],http://facebook.com/131596696909733_643615609041170,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",tcXEstpERH6ePe1cEAOh3A,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-07-26 21:59:49,131596696909733_643615609041170,facebook,#فلاش #سوريا || #حلب: سقوط برميل في حي الشعار,,2014-07-26T22:42:58.989275,
2014-07-24 05:55:32,"{'name': 'Syria Event', 'username': 'Syria.Event.1', 'remoteID': 'Syria.Event.1'}",ﺍﻟﻄﻴﺮﺍﻥ ﺍﻟﻤﺮﻭﺣﻲ ﻳﻠﻘﻲ 3 برميل ﻣﺘﻔﺠﺮة على بلدة الغارية الغربية يترافق مع قصف عنيف جدا على البلدة وأطرافها,3 helicopters cast explosive barrel on the western town of antral associated with very heavy shelling on the town and its outskirts,2014-07-24T06:36:47.582034,['Syria'],http://facebook.com/470026139800604,"{'locationIdentifiers': {'authorLocationName': 'syaia Dimashq, Syria'}, 'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",feAwzHdKSz6GNE_8ExD8-w,https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfa1/t1.0-9/s130x130/10530899_470026139800604_8512363029277516400_n.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-07-24 05:55:32,470026139800604,facebook,ﺍﻟﻄﻴﺮﺍﻥ ﺍﻟﻤﺮﻭﺣﻲ ﻳﻠﻘﻲ 3 برميل ﻣﺘﻔﺠﺮة على بلدة الغارية الغربية يترافق مع قصف عنيف جدا على البلدة وأ...,"[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-07-24T06:35:52.602024,
2014-07-24 05:43:42,"{'name': 'Syria Event', 'username': 'Syria.Event.1', 'remoteID': 'Syria.Event.1'}",درعا: الغارية الغربية: الطيران المروحي يلقي برميل متفجر على البلدة,Shield: Gharriyya Bank: aviation turbofan cast explosive barrel on the town,2014-07-24T06:36:47.652194,['Syria'],http://facebook.com/470024503134101,"{'locationIdentifiers': {'authorLocationName': 'syaia Dimashq, Syria'}, 'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",XKS8tvudT2-K3NMgt_idmA,https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/s130x130/10552418_470024503134101_6902476849131643504_n.jpg?oh=0678bd200b5c0fb4bac5fec963322647&oe=5442889A&__gda__=1413418154_858b8e2cf60bf290c0bf31c77da19f6b,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-07-24 05:43:42,470024503134101,facebook,درعا: الغارية الغربية: الطيران المروحي يلقي برميل متفجر على البلدة,"[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-07-24T06:35:55.522495,
2014-07-21 21:03:10,"{'name': 'غزة اليوم', 'username': 'GAZA.TODAY2014', 'remoteID': 'GAZA.TODAY2014'}",شلح : برميل المتفجرات الموجود اليوم في غزة سيتحول الى كتلة من اللهب لتحرق المنطقة كلها، ومن يراهن على انكسار المقاومة في غزة سيخسر.,"Shallah: a barrel of explosives that exists today in Gaza will turn into a mass of flame to burn the whole region, is betting on the refraction of the resistance in Gaza will lose.",2014-07-21T21:51:57.373033,[],http://facebook.com/566846150067937_666087983477086,{},9Ncrm5ZGQWq4c0THE37J5A,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-07-21 21:03:10,566846150067937_666087983477086,facebook,شلح : برميل المتفجرات الموجود اليوم في غزة سيتحول الى كتلة من اللهب لتحرق المنطقة كلها، ومن يراهن...,,2014-07-21T21:50:42.450033,
2014-07-21 17:44:09,"{'name': 'شبكة حلب نيوز H.N.N', 'username': 'HalabNewsNetwork.HNN.2', 'remoteID': 'HalabNewsNetwork.HNN.2'}","عاجل : مراسل حلب نيوز : سقوط برميل متفجر على دوار باب الحديد أسفر عن أضرار مادية . 

#سوريا #حلب #باب_الحديد #حلب_نيوز","URGENT: News reporter Aleppo: The Fall of an explosive barrel on the revolving door of iron resulted in material damage.

# Syria # Aleppo # iron door _ # _ Aleppo News",2014-07-21T17:44:19.391251,['Syria'],http://facebook.com/578008308913391_677905058923715,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",1tCCIWkDTEmPQnIPmYUzkA,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-07-21 17:44:09,578008308913391_677905058923715,facebook,"عاجل : مراسل حلب نيوز : سقوط برميل متفجر على دوار باب الحديد أسفر عن أضرار مادية . 

#سوريا #حلب ...",,2014-07-21T17:42:58.772909,
2014-07-21 17:36:57,"{'name': 'سراج برس - Siraj press', 'username': 'press.siraj', 'remoteID': 'press.siraj'}","#سراج_برس | #Siraj_Press
#حلب  : الصاخور : شهيد وعدد من الجرحى جراء إلقاء الطيران المروحي برميل متفجر على حي الصاخور","# Siraj Press _ | # Siraj_Press
# Aleppo: sakhour: a martyr and a number of wounded in the aviation turbofan throwing explosive barrels on the neighborhood sakhour",2014-07-21T17:56:17.371098,[],http://facebook.com/460191604107660_541575405969279,{},GTqmtabwQWqzN7r801xiHA,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-07-21 17:36:57,460191604107660_541575405969279,facebook,"#سراج_برس | #Siraj_Press
#حلب  : الصاخور : شهيد وعدد من الجرحى جراء إلقاء الطيران المروحي برميل م...","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-07-21T17:55:00.394095,
2014-07-21 17:36:43,"{'name': 'سراج برس - Siraj press', 'username': 'press.siraj', 'remoteID': 'press.siraj'}","#سراج_برس | #Siraj_Press
#حلب  : طريق الباب : الطيران المروحي يلقي برميل متفجر على حي طريق الباب بحلب","# Siraj Press _ | # Siraj_Press
# Aleppo: through the door: aviation turbofan throw explosive barrels through the door on the neighborhood of Aleppo",2014-07-21T17:56:17.409030,[],http://facebook.com/460191604107660_541575352635951,{},MZMquKJJSu6bdXbWeBgioA,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-07-21 17:36:43,460191604107660_541575352635951,facebook,"#سراج_برس | #Siraj_Press
#حلب  : طريق الباب : الطيران المروحي يلقي برميل متفجر على حي طريق الباب ...","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-07-21T17:55:00.399671,
2014-07-21 09:05:36,"{'name': 'سراج برس - Siraj press', 'username': 'press.siraj', 'remoteID': 'press.siraj'}","#سراج_برس | #Siraj_Press
#حلب  : الطيران الحربي يلقي برميل متفجر على حي المواصلات بحلب","# Siraj Press _ | # Siraj_Press
# Aleppo: warplanes throw an explosive barrel on the Aleppo neighborhood of Transportation",2014-07-21T10:53:18.542405,[],http://facebook.com/460191604107660_541389699321183,{},t2BzyE_eSMKGITgmskOsyA,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-07-21 09:05:36,460191604107660_541389699321183,facebook,"#سراج_برس | #Siraj_Press
#حلب  : الطيران الحربي يلقي برميل متفجر على حي المواصلات بحلب",,2014-07-21T10:52:12.817185,
