,title,url,geo,comments_name,comments_text
75,Mountain Rose  ,http://www.mountainproject.com/v/mountain-rose/105746325,"39.9788, -105.453",,
76,Myth Rock  ,http://www.mountainproject.com/v/myth-rock/105746862,"39.9989, -105.4133","['david goldstein', 'ac', 'Tony B']","['\nMakes Potash Road seem like Chiefshead -- great ambiance for those partial to parking garages. The noise of an endless procession of cars and trucks powering up the grade, the fact that the climbs start on a road cut and the aroma of partially combusted petroleum set this cliff apart.\n\n', ""\nHow's that differ from say the Boulderado, Practice Rock, Brick Wall, Bowling Alley?  Lunch time on weekdays offers a quick break from work and isn't too noisy.\n\n"", '\nOut of all of the crags at Boulder Canyon, this is the only one where I\'d fear being struck by a car while belaying.  That says nothing of the climbing, but that is the difference between this crag and some others, insofar as I am concerned. The Bowling Alley has a lot of climbs far from the road, and while some are close, relatively, you don\'t belay on the pavement. Sound Power in an short- open system diminishes exponentially with distance, so being ""twice as close"" to traffic is going to make it 4X as loud, anway.\n\n']"
77,Nip and Tuck  ,http://www.mountainproject.com/v/nip-and-tuck/105744647,"39.9871, -105.4371","['Jim Cormier', 'Matt Rutledge', 'Steve Kemler', 'Anonymous Coward', 'Anonymous Coward', 'Matt Novinger', 'Tony B', 'David Reuille']","['\nThis is one of the best areas for top roping with groups, plenty of routes, plentiful anchors, easy approach, and plenty of parking. This is also a great spot to get students comfortable with rappelling, as the start is straight forward. PLEASE try to keep noise, trash and visibility in control, as this area has had access issues a few years ago, and I believe it is actually private property.\n\n', ""\nI do agree this is a pretty good area for small group climbing.  However, please be thoughtful of those around you.  A group of four probably doesn't need to set up four ropes on the same rock.\n\n"", '\nThe fact that this route is so popular with guides and groups almost caused disaster this weekend.  Hiding from some much needed rain inside our car, my partner and I watched as a whole family was almost hit trying to cross the road.  These routes are located at a bend in the canyon, so when crossing there is not much visibility.  Please, walk the 100 feet so that you are on one side of the bend or the other and can see at least one direction.  Or better yet, park at one of the eight or so spaces on the same side of the road as the crag.  If those are all filled, chances are that it is too crowded to be much fun anyways.\n\n', '\nTuck\'s large dihedral (with topropes on either side, just to the east of Nip)...I cannot remember the name of those. The top anchors consist of two bolts with a chain connecting them.  Not sure why the anchors were done this way.  Use caution and clip both bolts or at least two separate links of the chain...just for the sake of redundancy.  Anyone with a bolt cutter could easily improve these anchors by separating the chains and eliminating the ability for someone to throw a rope over the chain.  I don\'t think ""rope over chain"" is a generally accepted top anchor and it creates single point of failure.\n\n', ""\nBeware of climbing here.    My vehicle was broken into (within 15 minutes of parking it) and everything was stolen - radio, wallet and wedding band.  My recommendation is to park where you can see your vehicle even though it's tough to get back onto the road.  This just happened on Thursday 6/24/04.  If you passed on this date around 5:45 and saw someone walking up the road with a stick in his hand, or a blue station wagon, please let me know.  You can email me at cory_jakobsen@hotmail.com.  Thanks.\n\n"", '\nAdmins: Hypotenuse should be listed as a TR as well as trad in the L to R listing above.\n\n', ""\nI don't understand why?  Anything can be TR'd, but this is a trad lead.\n\n"", '\nAnyone know what the dihedral left of Dan-D-Lion is? I would guess 5.4-5.5 trad.\n\n']"
78,Nursing Home  ,http://www.mountainproject.com/v/nursing-home/105792930,"39.9859, -105.4418",['Tony B'],"['\nThis cliff reminds me of Inca Stone (AKA: Truth Or Consequences) it is pretty short for the most part, though a few are taller than others. The rock is mostly solid, but the climbing feels discontinuous. Though it is not a destination crag, it is a reasonable place to get some mileage, 30-50 feet at a time. It was far enough up the canyon so as to be dry on Tuesday night when it was raining in the lower sections and in Boulder. \n\n']"
79,One Shoe Makes It Murder  ,http://www.mountainproject.com/v/one-shoe-makes-it-murder/105746355,,,
80,The Overlook  ,http://www.mountainproject.com/v/the-overlook/105746880,"39.9796, -105.4539","['Tony B', 'Greg Hand', 'Ron Olsen', 'david goldstein']","['\nIs the line up on the Overlook with the fixed nuts and pins a project, an open project, or an existing climb?\n\n', '\nT, the route with fixed nuts/pins is an existing climb rated 12a. I forget which guide I saw it in. It would be more friendly if the gear were ""updated"", but the FAs would need to do that.\n\n', ""\nAccording to Rossiter's Boulder Canyon guidebook, the route is Obscurity Risk, 12a, FA by Don DeBieux, 1993.\n\n"", '\nI found this crag a disappointment as most climbs are over after ten or fifteen feet.  Momentum Operator on Broken Rock, along the approach, seemed much more worthwhile.\n\n']"
81,Pop Rock  ,http://www.mountainproject.com/v/pop-rock/106479035,,['Robots and Dinosaurs'],"[""\nCan I get a little more info on where to find this boulder? I wanted to check it out today but couldn't find it.\n\n""]"
82,Practice Rock  ,http://www.mountainproject.com/v/practice-rock/105744629,"40.0017, -105.4133","['Anonymous Coward', 'D Bueno', 'Charles Danforth', 'Anonymous Coward', 'G8rFtBall', 'WadeM']","[""\nJust out of curiosity, does anyone know the name or rating of the route marked #1 on the photo? If you look carefully, you can see a thin crack(or even seam?) running straight up from the base to the top of #1. Also, I'm fairly new to Boulder Canyon, if a person finds an aid climb which is just impossible to free, can they hammer in copperheads to send it? Should they leave them fixed? I'm always a proponent of clean aid but sometimes a #1 RP just doesn't cut it.    \n\n"", ""\nWe went to take a look at Practice Rock today, but we went past it because it's hard to see as you're driving up the canyon. This might help you from doing the same, zero your Odometer at Bolder Falls and it's between 2 and 3 tenths of a mile further on your right. \n\n"", '\nTo reiterate, does anyone have any beta on the climbs labeled #1 and #2 in the topo?    I TRed #1 yesterday and found the bottom to be easy enough (5.7?) but it got substantially harder about 10\' below the anchors.  Perhaps traversing right would have made it easier, but my rope was caught in a notch above and wouldn\'t budge.  Interesting times...  Anchor-wise, there\'s an old 1/4"" bolt up there and lots of places to put gear.  But be careful, some of those blocks are loose and most of them are detached.  Long slings would let you sling a tree or some of the farther blocks.  #2 looks like a huge chimney with a couple of awkward chockstone problems.  Could be interesting if you\'re into that sort of thing.  Anchor will involve gear or runners from farther trees and blocks.\n\n', '\nWhat is the rock directly across the street from Practice Rock with the start of routes being on top of this terrace about 100 feet up.  There is a slick corner that is wicked fun to climb?  Any help appreciated.\n\n', '\nThe crag across the street is Bell Buttress.  The slick corner is Cosmosis 5.10 (great climb).\n\n', ""\n#2 is a huge chimney. One of my cams dropped down into the middle, so I scrambled up from the bottom. Can't be harder than 5.5.\n\n""]"
83,Red Lyin' Slab  ,http://www.mountainproject.com/v/red-lyin-slab/106159474,"40.0084, -105.3278",,
84,Retirement Rock  ,http://www.mountainproject.com/v/retirement-rock/105790190,"39.985, -105.4413","['djoseph', 'Greg Hand', 'djoseph', 'Tony B', 'mrbiscoop']","[""\nQuestion on the approach: we crossed the creek at the 30 mph sign (not 20, per the description) across from Nursing Home, and came to a clearing with a cairn. However, couldn't see a path and didn't want to crash through the rather thick brush if there is a trail somewhere...I prefer to limit impact on the foliage. Is there a path/trail that I missed, or do you have to bushwhack through?\n\n"", ""\nI'm not sure of the speed limit sign, but you should cross at the far west (up river) end of the parking lot. There used to be a cairn on a big rock on the other side. Then head up a short steep hill, and then angle up stream. The trail grows in and I may need to get there and clip the growth back.\n\n"", ""\nThanks Greg. I'll probably wait another few weeks until the leaves drop from the bushes... probably will be easy to find the path then.\n\n"", '\nI didn\'t read the trail beta and found the ""direct"" uphill approach pretty nasty.  The river crossing was below the kneecap, but man, the overgrowth!  I should have read/found the trail, but didn\'t. That said, if you like red rasberries, man is this the place for you. Big, fat rasberries everywhere, all you can eat.  Enjoy it, it\'s as thick as they get.  If you do go here, please do everyone a favor and take a large wire brush - the routes could use a little more cleaning. Since everyone has slightly different styles, 1/2 of the available/usable/legit holds are not brushed clean and are quite dirty on a few routes.  The moves are fun though, so they clean up nicely.  With a better approach and cleaner rock, this would be a worthwhile after-work crag, but right now, it suffers the lack of ""full development.""\n\n', ""\nCouldn't find anything resembling a trail. After a while, we said  fuck it and headed to Pasta Vinos in Boulder. \n\n""]"
85,Road Rock  ,http://www.mountainproject.com/v/road-rock/105825337,"40.0001, -105.4132",,
86,Rock Island I  ,http://www.mountainproject.com/v/rock-island-i/105862431,"40.0136, -105.3094","['Greg Howland', 'jack roberts', 'jzp']","[""\nI lost a BD ATC-Guide two weeks ago or so up in Boulder Canyon. I think I lost it around the Dome/Elephant Butresses area (but could be somewhere else). I'm just a poor college kid with no money and now no belay device. If you found it and returned it, I would be extremely grateful and would be more than happy to reward you with some beer. \n\n"", '\nIt should be noted that this crag was first developed about 20 years ago as a DRYTOOLING practice area.  Several of the top rope anchors were placed for this purpose....  People should not freak out if climbers show up with crampons and ice tools and begin using these tools on the rock.... Rock climbing is a secondary sport here.\n\n', '\nFirst area I ever climbed in 1996.\n\n']"
87,Rock Island II  ,http://www.mountainproject.com/v/rock-island-ii/105744778,"40.015, -105.3123","['Kevin Coopman', ""Chris O'Connor"", 'James Beissel']","['\nGreat rock for an intermediate climbers trying to escape 5.8 routes. Easy to get to, can park 100 feet from the climbing area. Bolts for the 5.10 route. \n\n', ""\nBolts? I haven't seen bolts here? There is one old bolt on an old 'aid' project, but I think that's it. Could someone provide more info?\n\n"", ""\nI'm pretty sure Kevin was confusing this area with Rock Island I.\n\n""]"
88,Security Risk Massif  ,http://www.mountainproject.com/v/security-risk-massif/105810539,"40.0047, -105.3931","['Leo Paik', 'Leo Paik', 'Leo Paik', 'Leo Paik', 'Mark Rolofson']","['\nForest Service Reopens Climbing Areas in Boulder Canyon www.fs.fed.us/r2/arnf/  Contact: Maribeth Pecotte, (303) 541-2500  Boulder, Colo. (April 2, 2010) – The Forest Service has reopened some climbing areas in Boulder Canyon that were closed to protect golden eagles during their nesting season.  Security Risk and the Blob Rock/Bitty Buttress areas are now open to climbing and other activities.  These areas are located along State Highway 119, approximately 1.5 miles east of Boulder Falls.  These closures help protect a long-established golden eagle nesting territory, including valuable alternate nest sites.  Although these areas are being reopened, the Forest Service anticipates reinstating the closures in future years, to allow the eagles to choose their nest site without being disturbed.  The Eagle Rock area remains closed to climbing and other activities and is expected to remain closed through July 31. Signs will be posted at key access points into the areas remaining closed. Volunteers and Forest Service personnel will continue to monitor the areas. For the most current closure information, check signs in the areas, or visit the Boulder Ranger District web site at fs.fed.us/r2/arnf/recreation/r....\n\n', '\nFrom Bev Baker, Wildlife Biologist, Boulder Ranger District:  Boulder, Colo. (January 25, 2012) – The Boulder Ranger District of the Arapaho & Roosevelt National Forests will implement its annual area closures at Security Risk, Eagle Rock, Blob Rock, and Bitty Buttress in Boulder Canyon beginning February 1.  These areas are located along State Highway 119 approximately 1.5 miles east of Boulder Falls. Happy Hour, Bihedral, and Riviera will remain open, as long as visitors stay out of the closed areas.  The closures help protect a long-established golden eagle nesting territory, including vital alternate nest sites. Undisturbed access to multiple nest sites is important for birds of prey, especially early in the nesting season, to give them a chance to visit multiple nests during courtship and to select a site for the season, free of human influence.  Signs will be posted at key access points into the closed areas. Closure information will be available online at local climbing websites and at fs.usda.gov/recmain/arp/recrea... (click on Boulder Canyon for more info).  Closures are effective from February 1 through July 31. Volunteers and Forest Service personnel will monitor the areas, and some areas may be reopened prior to July 31.\n\n', '\nFrom Bev Baker, USFS wildlife biologist:  U.S. Forest Service to reopen most climbing areas in Boulder Canyon  www.fs.usda.gov/arp Contact: Boulder Ranger Station Visitor Information Services,  (303) 541-2500  Boulder, Colo. March 15 – This Mon., March 19, the U.S. Forest Service will reopen Blob Rock, Bitty Buttress, and Security Risk climbing areas in Boulder Canyon. The Eagle Rock area remains closed to climbing and other activities and is expected to remain closed through July 31, 2012.\n\n', '\nFrom the USFS:   Boulder, Colo. (Jan, 30 2013)– The Boulder Ranger District of the Arapaho & Roosevelt National Forests will implement its annual area closures at Security Risk, Eagle Rock, Blob Rock, and Bitty Buttress in Boulder Canyon beginning February 1.   These areas are located along State Highway 119 approximately 1.5 miles east of Boulder Falls. Happy Hour, Bihedral, and Riviera will remain open, as long as visitors stay out of the closed areas.    The closures help protect a long-established golden eagle nesting territory, including vital alternate nest sites. Undisturbed access to multiple nest sites is important for birds of prey, especially early in the nesting season, to give them a chance to visit multiple nests during courtship and to select a site for the season, free of human influence.    Signs will be posted at key access points into the closed areas. Closure information will be available online at local climbing websites and at fs.usda.gov/recmain/arp/recrea... (click on Boulder Canyon for more info).  Closures are effective from February 1 through July 31. Volunteers and Forest Service personnel will monitor the areas, and some areas may be reopened prior to July 31.\n\n', '\nI find it very frustrating that over the past 14 years, these crags have closed in February often through May for golden eagles.  This is not a nesting site & this was proven by wildlife biologists (Brent Bibles of the Colorado Division of Wildlife & Dr. Rob Ramey, former director of Zoology at the Denver Museum of Nature & Science) in Summer 2004. The only egg shells found in the nest on the upper right side of Upper Security Risk were from ravens and were 25 years old. Climbers should voice there disapproval to the Boulder Ranger District of the US Forest Service.  A group of us tried to get the Forest Service to lift this closure 9 years ago.  This group of climbers included Chris Archer (attorney for the Access Fund), Rick Thompson & Shawn Tierney (former land acquisitions directors of the Access Fund), Rob Ramey (wildlife biologist), and myself (Boulder Canyon guidebook author & climber/first ascentionist). We were partly successful by getting the Forest Service to lift the closure of the buffer zone that was Happy Hour Crag & Bihedral Rock.      Beverly Baker (wildlife biologist) of the US Forest Service did not want to listen to the scientific facts and has continued to place a seasonal closure on Security Risk Crags every year despite the absence of raptors nesting at Security Risk crags. I wrote about this unjustified seasonal closure on page 19 of ""Boulder Canyon Sport & Adventure Climber\'s Guide - Volume I"".  \n\n']"
89,Sherwood Forest  ,http://www.mountainproject.com/v/sherwood-forest/105744573,"40.0014, -105.3959","['Anonymous Coward', 'Anonymous Coward', 'Anonymous Coward', 'TBD', 'Ernie Port', 'TBD', 'Richard M. Wright', 'Ron Olsen', 'Anonymous Coward', 'Greg Hand', 'Anonymous Coward', 'Doug Redosh', 'Byron Murray', 'Stefan Griebel', 'david goldstein', 'Tom T', 'Buster Jesik', 'Ron Olsen', 'Tony B', 'TomJensen']","[""\nThis is a very small area and the seven routes are close together.  It gets unpleasantly crowded if more than ten climbers are present.  If the parking lot is full (and there's no sign that lots of people are climbing at Happy Hour or the Riviera), you might think about going elsewhere.  Sherwood Forest stays shady and reasonably cool in the middle of summer.  It was shaded till almost 2pm in June and was shady all day in September.  Tom Isaacson\n\n"", ""\nLooks like there's a new route up here.  Between Tuckered and Fried and Little John's Big Stick there's a new line that heads up through some nice thin slabby moves - then through the easy roof sections.  To stay consistent with Sherwood ratings, this thing is probabaly in the 10b-c neighborhood with the crux on the slab (unlike the nearby climbs) around the 3rd / 4th bolt.  It needs a bit more traffic to clean off some of the lichen on the slab and loose pebbles around the roof - but altogether a good line that's worth a go.\n\n"", '\nI believe the new line AC is talking about is called ""Men In Tights"".  The 10 b/c rating feels about right.\n\n', '\nThis area is amazingly popular.  I was there on Saturday and there were 12 people at one time.  I assume it to be because it is one of the few areas with great shade during the summer heat.  Just be prepared for crowds and mediocre climbing. \n\n', '\nMediocre climbing?!?!  I beg to differ Chad.  Totally fun climbing, on quality rock, well worth your time. Maybe not for everybody, but definately better than mediocre, and well worth your time...\n\n', '\nI would agree that the climbing was fun.  I almost always have fun climbing, no matter what.  I just thought the climbs that I did where one star, ""not bad"", with the exception of Prince of Thieves.\n\n', ""\nIsn't it about time to put this discussion to rest? Sherwood Forest is an okay place to climb on a hot day. It produced a few good routes, but nothing of any real inspiration. I personally enjoyed some of them - Prince of Thieves has a couple of good moves, so do some of the others. Most of the grades have dropped down as we have picked the right sequences, something we usually get wrong when jumping on a new rock for the first time. The discussion over LJBS is far out of proportion to the route or any thought process or comitment in its original ascent.  Overall the rock is decent enough, it probably still needs more cleaning, it sits in a nice forest environment. But for heaven's sake, lets keep it in perspective. It's not the Redgarden, it's not the Diamond, it's a spot for a few quarter rope-burns after work or a place grab some shade and run some lines.  It serves a purpose much like a lot of the crags in Boulder Canyon, but it certainly is not worth the apparent agnst that has evolved. \n\n"", '\nEven though it was removed from the cb.com database, the climb known as ""Tony Bubb\'s Little Stick"" (FA Alan Nelson, 8/9/04) does in fact exist.  It climbs the face between Maid Marian on the right and Little John\'s Big Stick on the left.  It climbs a line that is completely independent of either of these routes.  Fun thin face moves with a 10d crux between the 4th and 5th bolts. After the 6th bolt, clip the first bolt on LJBS and continue to the anchor on LJBS or Maid Marian.  9 bolts in all.  Note: the bolts on this climb are well to the right of the bolts that were removed from LJBS.  LJBS could be climbed clipping these bolts, but you would probably need long runners and have to move out of the LJBS corner to make the clips.  The worn cold shuts on the anchor were replaced today by Alan Nelson.  Thanks, Alan!\n\n', '\nThis cliff is a pile.\n\n', ""\nSo don't go there AC. I had not been there in several years and went there last week and it was very pleasant. Perfect temp and shade and friendly people. Did not see any egos with crowbars and sledgehammers.\n\n"", ""\nI don't go there. I just like to opine. I am a Boulderite.\n\n"", '\nNeeds a topo of the area.  Tyrolean is 200 yds upstream of parking. How often is the rope changed here? Nice area in the shade.\n\n', '\nRope on tyrolean replaced 7/23/05 by Melissa, Malte, and Byron\n\n', '\nCool!  Thanks Byron, Malte and Melissa.  You guys Rock!!!\n\n', ""\nI agree with the dyspeptic AC about this cliff being a pile: with the exception of Men in Tights and Robbin' the Hood (which is actually quite good) the routes here tended to be compromised by squeezing (oops, I'm on another route) or contrivance (is this hold on?).\n\n"", '\nThe Tyrolean across the creek is in bad shape. Both ropes have exposed cores and the cores are about 50% deteriorated. It needs new rope.\n\n', '\nA week ago the tyrol was in bad shape ... today it had two new static ropes! Thanks to whomever fixed it up.\n\n', ""\nCondition report On 5/23/09, Bruno Hache and I finished work on the new tyrolean.  The old tyrolean came down over the winter when part of the road-side boulder that the tyrolean was attached to fell off into the creek.  There are now two static ropes on the tyrolean, and a hand-line/foot-loop to help getting back on the road-side boulder.  You can park at the Happy Hour pullout and walk upstream, or park at the Bihedral pullout and walk downstream, to get to the tyrolean. It's attached to a huge flat boulder on the road side, and a big tree on the far side.  This tyrolean can also be used to access Witches' Tower and Garden Party Wall.  From the tyrolean, take a path to the left to get to Witches' Tower.  Continue up and right to get to Sherwood Forest. Farther up and right is Garden Party Wall.\n\n"", '\nNice summer destination. Faces more northward than Witches tower and stays shady and cool until 3-4 PM or so, depending on the climb.\n\n', ""\nI had such a great time at this crag last Saturday!  The routes were fun, the setting was incredible, and the friction was awesome.  I would certainly recommend the area.  Started early 7-ish and had the place to ourselves for 4 hours.  Men in Tights was especially fun and a tough one to figure out.  I think Boulder climbers are spoiled by the magnificent options they have.  Up in in Fort Fun were pretty limited in choices for roping up ---- So, appreciate the wealth and don't gripe!  It can always be worse or more crowded!\n\n""]"
90,Short Cliff w/ Three Cracks  ,http://www.mountainproject.com/v/short-cliff-w-three-cracks/105744611,,,
91,Sleeping Beauty  ,http://www.mountainproject.com/v/sleeping-beauty/105746415,"39.9965, -105.4168","['Richard Rossiter', 'Anonymous Coward', 'Dana Ernst', 'Anonymous Coward', 'Ivan Rezucha', 'Ivan Rezucha', 'Ivan Rezucha', 'Dana Ernst', 'Richard Rossiter', 'Ivan Rezucha', 'Ron Olsen', 'Pebby Johns', 'Stich', 'Ron Olsen', 'Rich Farnham', 'Ivan Rezucha', 'Mark Roth', 'Mark Rolofson', 'claramie', 'GMitchK']","['\nSLEEPING BEAUTY was a great find.  Dan Hare and Scott Woodruff did the first route on the wall in 1983 after wallowing up through stickers and brush to the base of the wall.  They just winged it and found a line up mossy cracks that got a little cleaner toward the top. I bushwacked to the bottome of the face in 1986 to get a close-up of the wall, and I could not even find the obscure start to the first route, Sleeping Beauty.  Dan Hare could not identify the thing either.  I had looked at this wall for years before actually reaching the top from the west side. I was very impressed by the scale and relief of the big northeast face.  I came back the next year (1996) with Leah Macaluso and Moe Hershoff and put up the route Aerial Boundaries.  Over the next few years, with a variety of excellent partners, I established more than 36 pitches, comprising 20 some routes.  This is still a new crag and the routes are not as clean as those in  Eldorado, but it is well worth a visit.  Be careful with rappels as the main wall is 200 feet high.  Check the info at boulderclimbs.com to get it right.  Richard Rossiter\n\n', ""\nWe did a route yesterday at Sleeping Beauty, but it's not listed here or in either of the guidebooks, nor on Rossiter's web site.  I would like to know what it was that we climbed. It was a short route, 5 bolts to a two bolt anchor. Start on a slab with three bolts next to a thin crack (bad fingers) that leads to a small overhang. A solid handjam allows one to reach up and clip the fourth bolt, then awkward climbing leads past the 5th bolt to the anchors. The route is about 35 feet long.  I can't describe where on the wall it was since yesterday was my first trip to Sleeping Beauty wall so I know none of the landmarks.  I would guess the route was about 12a plus or minus a letter.  Any info would be greatly appreciated. We did some other routes as well, but only one was in the books/websites.  It sure would be great to have more info available on the undocumented Sleeping Beauty area routes.  Anyone? Many thanks in advance.  bob\n\n"", '\nThe route is called ""Immaculate Deception"", 11c, and is listed on Rossiter\'s website.\n\n', ""\nThx, I figured that out finally. Pitch 1 is rated 11d on Richard's web site (which is a bit of a sandbag unless you are lucky and see what to do), yet the whole (multipitch) route is rated 11c. Funny, huh? Probably the whole route got the lower grade since there is a 5.9 alternate start that bypasses what we climbed.  cheers, Bob\n\n"", ""\nReminder: There is a rap from the start of Mystic Mile on Ledge 2 to Ledge 1 at which point you are a few feet from the trail. This can be useful if, like happened to me today, you get hit by a thunderstorm and don't want to descend the regular approach which is a bit treacherous even when dry.\n\n"", '\nI\'ve posted a preliminary beta photo of the Sleeping Beauty left side routes as an ""action photo"" under Crack of Dawn. After working on this photo some more, and doing some more of the routes, I intend to post it as a beta photo.  I\'ve done only 5 of the 15 routes on this photo. The other lines are drawn in based on Rossiter\'s descriptions,  eyeballing the crag and the photo, and from what I could tell when on nearby climbs. Rather than argue about minor details here, it would be better to e-mail me corrections and suggestions. If I am wildly wrong on any of the routes, feel free to post corrections here. \n\n', ""\nThe upper part of the Sleeping Beauty approach trail, Ledge 2 and the scramble up to the Left Pillar are getting badly damaged by the increased traffic. The soil is eroding rapidly and the plants that hold the soil together are being destroyed. Try to minimize the damage. It looks like some rocks have been trundled off the ledge. If you are doing this for fun, don't. The rocks hold the soil together.\n\n"", '\nWhat Rossiter calls the ""West Approach"" on his website is a much easier/safer way to get to Sleeping Beauty when the water is high.  Park at Easter Rock, walk downstream a bit (100 feet or so), and skate down the steep bank to the creek.  My partner and I easily crossed the river at the eastern most tip of the small island in the creek.  Once across the river, walk up hill until you see some cairns and then do your best to follow this to the top of the wall.  The cairns are easy to follow on the descent, but a little more difficult on the way up.  There is a faint trail in spots.  Don\'t bother with this approach if it looks like you can cross the creek at the Boulderado parking area.  A tyrolean would be nice to have near the Boulderado parking area, making it easy to get to Sleeping Beauty, the Beer Can, Trout Rock, and Black Widow.  I know that there has been one there in years past, but it always gets taken down.  How come?\n\n', '\nBE IT KNOWN THAT TWO NEW TYROLEAN TRAVERSES LEND ACCESS TO SLEEPING BEAUTY.  ALSO: as of 1 August 2006 it is easy to hop boulders across the stream from the parking pullout for Animal World, the Boulderado,  Trout Rock, Black Widow Slab and (of course) Sleeping Beauty. Look for an opening in the trees and brush on the far side of the stream.  Cross here and pick up the North Trail above a short talus field.  NORTH SIDE TYROLEAN and THE NORTH TRAIL:  Find the tyrolean just upstream from the parking area for ANIMAL WORLD and the BOULDERADO.  Once across the stream, hike south into a talus field and look for a relatively clean line up the talus into a steep path that leads up toward the Beer Can.  Then follow a good trail east along the bottom of the wall.  The trail gets steeper toward the end and climbs to Ledge Two (the big ledge that runs across the Main wall) in the vicinity of the routes LIGHTSPEED and KAMA SUTRA.  WEST SIDE TYROLEAN and THE WEST TRAIL:  Find the tyrolean just downstream from the parking for Easter Rock. Once across the stream, look for cairns and an opening through the forest slope. Hike straight uphill for maybe 150 feet, then follow a long climbing traverse right for 200 feet.  Cairns lead back left into a narrow gully.  Hike up the gully, then break right and follow cairns (as usual).  This beautiful trail passes through open forest and leads to the top of Sleeping Beauty. Descend east maybe 100 feet to a staging area near the upper belay/rappel anchors for the CRACK OF DAWN.   It is also possible to branch left just before the highest point along this trail and follow a less distinct path west to an open area above the rappel rings for Lost Highway and the Orgasmatron.  A short but very exposed downclimb (just left of a scrub juniper) leads to a small ledge and the belay/rappel rings.\n\n', '\nSomeone (Richard I assume) has done some extensive work on the trail. Thanks for your efforts. Last year it was getting very overgrown due to lack of use during the winter and the high water season. There are several areas where the soil is very fragile and obviously so, including getting to the South Pillar. Tread as lightly as you can.\n\n', '\nThanks are due to Richard Rossiter and Pebby Johns for extensive work on trails at Sleeping Beauty, Watermark, and Avalon.  See the photos Richard has submitted recently for these areas.\n\n', '\nWhy??? The tyrolean on the west side has been cut on either end?  This feature allowed access to the beautiful trail that leads to climbs on Lost Highway, South Pillar and The Main Wall.  Three Boulder climbers took time, energy, and their ropes to install this feature for the access of Sleeping Beauty.  Why was it cut down???\n\n', ""\nThere's a tyrolean again right at the Boulderado/Animal World parking lot. The afternoon shade in this 90 degree heat was most welcome up there.\n\n"", '\nCondition Report  As of 6/8/09, the Sleeping Beauty tyrolean (by the Boulderado/Animal World parking area) is no more. All the ropes have been removed and there is no trace left.  The removal happened some time in the past month, perpetrated by persons unknown.  Climbers wanting to climb at Sleeping Beauty or the Beer Can during periods of high water (like now) will have to use the Vampire Rock tyrolean, several hundred yards downstream, and hike back up the far side of Boulder Creek.\n\n', ""\nMore Recent Condition Report  As of this evening, the Sleeping Beauty tyrol is in (this is the one at the west end of the Animal World/Boulderado parking).  2 strands of static line that should keep us out of the quickly rising water when the creek goes over the top of Barker Dam tomorrow or the next day.  Thanks to all the MP folks that donated static line when I put out the call a few weeks back.  This is another tyrol done with that rope.  I still have a few more to hit, but we're making progress.  Hope this will last a while before someone cuts it down -- I wish I knew who was cutting these down and why.\n\n"", ""\nIf you got a cam stuck at Sleeping Beauty recently, and if you want it back, identify the cam and the climb on which it was stuck, and it's yours.\n\n"", '\nThe Tyrol is GONE again.  \n\n', ""\nRemember me from Labor Day?  You are the young blonde guy and girl with mom and small that were climbing to our left.  Colby, Sally, and I were on MLK.  When we were done with that climb, Sally walked left to climb Lightspeed.  She set her shoes done at base.  Shortly after you left the crag, Sally then found her shoes missing. Sally wants them back, and I won't forget your faces.  I believe they posted them missing on this site's Lost and Found. It is time to give them back.\n\n"", '\nMy first trip up to Sleeping Beauty today. Currently the water is high and there was no tyrol for this crag, so we walked down to the Vampire Rock tyrol, then walked the base of Black Widow slab and across and up the talus and through some crappy bushwhacking to get to the base. The bushwhacking sucked. Curious if anyone has better approach beta for when the water is too high to cross the river by The Beer can?\n\n', '\nThink I lost a Boulder Canyon guidebook up there somewhere last week. It has silver tape on the spine and my name in highlighter on the end. If anyone has it, please pm.\n\n']"
92,The Solar Dome (aka LightHouse)  ,http://www.mountainproject.com/v/the-solar-dome-aka-lighthouse/105744903,"40.0057, -105.3953","['Michael Walker', 'Chris Lee', 'Jeff St. Pierre', 'Luke', 'S. Kimball', 'pfwein']","[""\nDo not think that the long hike will mean fewer crowds!  It's a good spot to meet and greet the sport climbing crowd.  \n\n"", '\nNice hike and scenic place to climb moderate routes.  Thanks goes out to the people who installed the routes.  Good job!\n\n', ""\nMMmmmm... Warm.  Nice place in the cooler months, if there's not much wind.\n\n"", ""\nClimbed in short sleeves on Nov. 20, a day when the Boulder high was forecast around 55 (don't the know actual turned out to be down there but it felt warmer than that here.)\n\n"", '\nDo the climbing community a favor, drill a few more holes in this and return it  back to the rubble heap it is.\n\n', '\nHmm, no one there (besides me/partner) on a lovely 50 degree (in Boulder, sunny, low wind) late fall Saturday.  I guess crowds come and go.\n\n']"
